"Period","variable","value"
2017-02-27,"PaidSearch1",19146.6540984095
2017-03-06,"PaidSearch1",19949.5277613502
2017-03-13,"PaidSearch1",20012.8002826582
2017-03-20,"PaidSearch1",21146.3854315561
2017-03-27,"PaidSearch1",17076.7168290012
2017-04-03,"PaidSearch1",15743.2672597751
2017-04-10,"PaidSearch1",15404.7718704062
2017-04-17,"PaidSearch1",22292.464701151
2017-04-24,"PaidSearch1",20301.7359395486
2017-05-01,"PaidSearch1",21667.1052907885
2017-05-08,"PaidSearch1",16324.2782502792
2017-05-15,"PaidSearch1",19010.3226453762
2017-05-22,"PaidSearch1",15535.4663749788
2017-05-29,"PaidSearch1",20889.1697051528
2017-06-05,"PaidSearch1",18185.6910663858
2017-06-12,"PaidSearch1",16522.8481594715
2017-06-19,"PaidSearch1",19592.009870703
2017-06-26,"PaidSearch1",17812.5655487725
2017-07-03,"PaidSearch1",24524.4672609666
2017-07-10,"PaidSearch1",19178.0409430184
2017-07-17,"PaidSearch1",16811.3368552468
2017-07-24,"PaidSearch1",18899.8181522424
2017-07-31,"PaidSearch1",20532.4200321291
2017-08-07,"PaidSearch1",19006.30041126
2017-08-14,"PaidSearch1",16651.7728391169
2017-08-21,"PaidSearch1",18453.726431117
2017-08-28,"PaidSearch1",17511.7683507728
2017-09-04,"PaidSearch1",18458.5894687325
2017-09-11,"PaidSearch1",18914.1807839768
2017-09-18,"PaidSearch1",18793.0916464521
2017-09-25,"PaidSearch1",17371.9103682226
2017-10-02,"PaidSearch1",18781.3517912044
2017-10-09,"PaidSearch1",15120.6930663697
2017-10-16,"PaidSearch1",19843.0872184153
2017-10-23,"PaidSearch1",22990.0605185462
2017-10-30,"PaidSearch1",17215.7276180319
2017-11-06,"PaidSearch1",19918.513682322
2017-11-13,"PaidSearch1",19485.8846695918
2017-11-20,"PaidSearch1",20856.0207706201
2017-11-27,"PaidSearch1",16830.3278493505
2017-12-04,"PaidSearch1",14846.7390089242
2017-12-11,"PaidSearch1",14594.0298455961
2017-12-18,"PaidSearch1",20553.4638485705
2017-12-25,"PaidSearch1",17185.7744227919
2014-01-06,"Wechat2",0
2014-01-13,"Wechat2",2037.01901149039
2014-01-20,"Wechat2",2290.40430316359
2014-01-27,"Wechat2",2749.34333145081
2014-02-03,"Wechat2",2564.88696912208
2014-02-10,"Wechat2",3007.14186320411
2014-02-17,"Wechat2",2590.66682229741
2014-02-24,"Wechat2",3009.71984852164
2014-03-03,"Wechat2",2767.07482364681
2014-03-10,"Wechat2",2458.25999336097
2014-03-17,"Wechat2",2427.37851063349
2014-03-24,"Wechat2",3192.12457940169
2014-03-31,"Wechat2",3571.21620123909
2014-04-07,"Wechat2",3916.25905029943
2014-04-14,"Wechat2",2731.26193168166
2014-04-21,"Wechat2",2915.37923447935
2014-04-28,"Wechat2",3286.09137059515
2014-05-05,"Wechat2",3670.94631792601
2014-05-12,"Wechat2",3361.64807878926
2014-05-19,"Wechat2",3678.50198879561
2014-05-26,"Wechat2",3362.40364572567
2014-06-02,"Wechat2",2987.52674971579
2014-06-09,"Wechat2",4101.7903860526
2014-06-16,"Wechat2",11033.3912646341
2014-06-23,"Wechat2",5940.69469577356
2014-06-30,"Wechat2",4627.45744576565
2014-07-07,"Wechat2",3114.03212982015
2014-07-14,"Wechat2",3305.95666002886
2014-07-21,"Wechat2",3325.14911289918
2014-07-28,"Wechat2",5978.35474593906
2014-08-04,"Wechat2",8199.39422579346
2014-08-11,"Wechat2",5801.82849009058
2014-08-18,"Wechat2",3222.43589052098
2014-08-25,"Wechat2",2661.87961580418
2014-09-01,"Wechat2",2605.82398818195
2014-09-08,"Wechat2",3209.96912740746
2014-09-15,"Wechat2",3573.00065598948
2014-09-22,"Wechat2",3916.43749597521
2014-09-29,"Wechat2",3042.93013479093
2014-10-06,"Wechat2",3298.84646047576
2014-10-13,"Wechat2",3324.43809289368
2014-10-20,"Wechat2",3476.04742780831
2014-10-27,"Wechat2",3599.60848638087
2014-11-03,"Wechat2",3679.71467002486
2014-11-10,"Wechat2",6546.77857775485
2014-11-17,"Wechat2",7321.28553023848
2014-11-24,"Wechat2",9512.53865819453
2014-12-01,"Wechat2",24148.8805707418
2014-12-08,"Wechat2",12170.8992857665
2014-12-15,"Wechat2",9347.09928607118
2014-12-22,"Wechat2",9064.71928961461
2014-12-29,"Wechat2",9036.48128796155
2015-01-05,"Wechat2",4033.70173181797
2015-01-12,"Wechat2",3122.40663616195
2015-01-19,"Wechat2",3144.19392354326
2015-01-26,"Wechat2",3647.72322923823
2015-02-02,"Wechat2",3535.47597298906
2015-02-09,"Wechat2",4052.70185526505
2015-02-16,"Wechat2",3575.97383554156
2015-02-23,"Wechat2",4056.75164177122
2015-03-02,"Wechat2",4768.7801864708
2015-03-09,"Wechat2",5503.93380607127
2015-03-16,"Wechat2",4628.94807545374
2015-03-23,"Wechat2",4428.53270549525
2015-03-30,"Wechat2",4711.10818401202
2015-04-06,"Wechat2",5046.49941668271
2015-04-13,"Wechat2",3860.53713798171
2015-04-20,"Wechat2",4044.557925022
2015-04-27,"Wechat2",4550.76056548685
2015-05-04,"Wechat2",4949.16456285113
2015-05-11,"Wechat2",4641.22122891847
2015-05-18,"Wechat2",4958.21062954559
2015-05-25,"Wechat2",4642.1258359894
2015-06-01,"Wechat2",4267.25029447922
2015-06-08,"Wechat2",4229.76274052895
2015-06-15,"Wechat2",8878.18600598772
2015-06-22,"Wechat2",5725.17416990893
2015-06-29,"Wechat2",5757.65671896643
2015-07-06,"Wechat2",4378.80338292748
2015-07-13,"Wechat2",4584.18511112685
2015-07-20,"Wechat2",5250.60736161396
2015-07-27,"Wechat2",6992.93484753147
2015-08-03,"Wechat2",9737.15388928739
2015-08-10,"Wechat2",7965.52343573166
2015-08-17,"Wechat2",6329.47538172706
2015-08-24,"Wechat2",5894.87025935813
2015-08-31,"Wechat2",3945.37422224925
2015-09-07,"Wechat2",4360.17532032536
2015-09-14,"Wechat2",4704.27244504337
2015-09-21,"Wechat2",6062.06701330071
2015-09-28,"Wechat2",6712.74706293171
2015-10-05,"Wechat2",5969.33080692193
2015-10-12,"Wechat2",4743.23785352629
2015-10-19,"Wechat2",4701.92865167134
2015-10-26,"Wechat2",4738.44777847908
2015-11-02,"Wechat2",4742.09969085874
2015-11-09,"Wechat2",8279.01895530177
2015-11-16,"Wechat2",9120.51143868911
2015-11-23,"Wechat2",11318.4631222448
2015-11-30,"Wechat2",26497.4755112408
2015-12-07,"Wechat2",14031.7606520179
2015-12-14,"Wechat2",11646.9878574114
2015-12-21,"Wechat2",11896.3111404644
2015-12-28,"Wechat2",12409.0440267666
2016-01-04,"Wechat2",5319.45909601772
2016-01-11,"Wechat2",3942.0331683052
2016-01-18,"Wechat2",3971.40743461993
2016-01-25,"Wechat2",4543.44551629609
2016-02-01,"Wechat2",4505.7992153816
2016-02-08,"Wechat2",5098.23527323613
2016-02-15,"Wechat2",4561.27819097523
2016-02-22,"Wechat2",5103.78316652975
2016-02-29,"Wechat2",4873.48333904703
2016-03-07,"Wechat2",4565.90302860076
2016-03-14,"Wechat2",4535.14499755613
2016-03-21,"Wechat2",5435.40356837092
2016-03-28,"Wechat2",6844.29761017507
2016-04-04,"Wechat2",8308.57187054252
2016-04-11,"Wechat2",6634.78053414697
2016-04-18,"Wechat2",5984.11751236891
2016-04-25,"Wechat2",6302.96831928871
2016-05-02,"Wechat2",6759.42055336152
2016-05-09,"Wechat2",6705.69899722605
2016-05-16,"Wechat2",7413.96099741771
2016-05-23,"Wechat2",7435.10380440346
2016-05-30,"Wechat2",7039.75095940323
2016-06-06,"Wechat2",6083.33128864851
2016-06-13,"Wechat2",11231.5453578044
2016-06-20,"Wechat2",7112.26142887043
2016-06-27,"Wechat2",7048.11676914428
2016-07-04,"Wechat2",5659.60071624178
2016-07-11,"Wechat2",5864.01617124923
2016-07-18,"Wechat2",5884.45771474257
2016-07-25,"Wechat2",9779.87301844309
2016-08-01,"Wechat2",10119.7311572853
2016-08-08,"Wechat2",8374.14825502785
2016-08-15,"Wechat2",6677.47154952957
2016-08-22,"Wechat2",6132.92011010084
2016-08-29,"Wechat2",5035.11377016922
2016-09-05,"Wechat2",5485.40044603371
2016-09-12,"Wechat2",5833.04612511796
2016-09-19,"Wechat2",7191.19555423194
2016-09-26,"Wechat2",8343.26166695561
2016-10-03,"Wechat2",8115.20121391546
2016-10-10,"Wechat2",7008.39391980798
2016-10-17,"Wechat2",6834.47978578113
2016-10-24,"Wechat2",6821.60504273872
2016-10-31,"Wechat2",6833.86758603939
2016-11-07,"Wechat2",10737.4983294375
2016-11-14,"Wechat2",10992.3612503116
2016-11-21,"Wechat2",13131.6499781178
2016-11-28,"Wechat2",28846.7966924276
2016-12-05,"Wechat2",17518.696513034
2016-12-12,"Wechat2",15247.685187916
2016-12-19,"Wechat2",13882.3827457163
2016-12-26,"Wechat2",14233.6530589914
2017-01-02,"Wechat2",6450.42109457796
2017-01-09,"Wechat2",6060.53167608893
2017-01-16,"Wechat2",6134.4595323914
2017-01-23,"Wechat2",6656.75290821727
2017-01-30,"Wechat2",6672.84887137505
2017-02-06,"Wechat2",7284.2091695782
2017-02-13,"Wechat2",6600.09434103432
2017-02-20,"Wechat2",7236.28367276275
2017-02-27,"Wechat2",6974.70222758084
2017-03-06,"Wechat2",6632.37705245438
2017-03-13,"Wechat2",6345.21091446995
2017-03-20,"Wechat2",8376.09666697438
2017-03-27,"Wechat2",9889.02008532362
2017-04-03,"Wechat2",10392.6128336972
2017-04-10,"Wechat2",8437.56980060681
2017-04-17,"Wechat2",8409.18235733728
2017-04-24,"Wechat2",9174.17782618701
2017-05-01,"Wechat2",9634.59448367514
2017-05-08,"Wechat2",9540.61932409241
2017-05-15,"Wechat2",9454.43838440758
2017-05-22,"Wechat2",9310.32013245672
2017-05-29,"Wechat2",11477.4608219716
2017-06-05,"Wechat2",7254.28644430065
2017-06-12,"Wechat2",13516.643369471
2017-06-19,"Wechat2",8492.52255632619
2017-06-26,"Wechat2",8337.89420968451
2017-07-03,"Wechat2",6940.32978257009
2017-07-10,"Wechat2",7143.84040266561
2017-07-17,"Wechat2",7164.19146718442
2017-07-24,"Wechat2",8665.76162857597
2017-07-31,"Wechat2",10198.0202366635
2017-08-07,"Wechat2",8034.19342929659
2017-08-14,"Wechat2",6494.42589438027
2017-08-21,"Wechat2",6037.83212286676
2017-08-28,"Wechat2",5992.17275073393
2017-09-04,"Wechat2",6597.35751390246
2017-09-11,"Wechat2",6960.49300372452
2017-09-18,"Wechat2",7303.94024058704
2017-09-25,"Wechat2",6836.93438616219
2017-10-02,"Wechat2",7133.50086252296
2017-10-09,"Wechat2",7163.15751066089
2017-10-16,"Wechat2",7111.92311509211
2017-10-23,"Wechat2",7011.94956434534
2017-10-30,"Wechat2",6866.45205128828
2017-11-06,"Wechat2",11743.4579311809
2017-11-13,"Wechat2",12718.9590801782
2017-11-20,"Wechat2",16556.3135004889
2017-11-27,"Wechat2",29189.2630436611
2017-12-04,"Wechat2",20804.9468920585
2017-12-11,"Wechat2",15576.3102233092
2017-12-18,"Wechat2",15541.2471189479
2017-12-25,"Wechat2",17651.5432397139
2014-01-06,"Magazine1",0
2014-01-13,"Magazine1",6167.33080818071
2014-01-20,"Magazine1",8017.53005202306
2014-01-27,"Magazine1",8572.58982361411
2014-02-03,"Magazine1",9901.04298590383
2014-02-10,"Magazine1",10299.5789361524
2014-02-17,"Magazine1",10419.1397191448
2014-02-24,"Magazine1",10455.007954563
2014-03-03,"Magazine1",9303.83319472314
2014-03-10,"Magazine1",8958.48076833283
2014-03-17,"Magazine1",8854.87503868056
2014-03-24,"Magazine1",8823.79332065246
2014-03-31,"Magazine1",8814.46880524404
2014-04-07,"Magazine1",2644.34064105266
2014-04-14,"Magazine1",793.302193183387
2014-04-21,"Magazine1",237.990657434462
2014-04-28,"Magazine1",71.3971980979285
2014-05-05,"Magazine1",7128.55553891454
2014-05-12,"Magazine1",9245.70304150656
2014-05-19,"Magazine1",9880.84729228417
2014-05-26,"Magazine1",10071.3905671704
2014-06-02,"Magazine1",8938.65888273257
2014-06-09,"Magazine1",8598.83937861584
2014-06-16,"Magazine1",8496.89352703379
2014-06-23,"Magazine1",8466.3097708651
2014-06-30,"Magazine1",8457.13464401449
2014-07-07,"Magazine1",8454.38210595931
2014-07-14,"Magazine1",8453.55634436924
2014-07-21,"Magazine1",8453.30861623925
2014-07-28,"Magazine1",8453.23429849433
2014-08-04,"Magazine1",9184.28916489041
2014-08-11,"Magazine1",9403.60562619738
2014-08-18,"Magazine1",9469.40056424244
2014-08-25,"Magazine1",9489.13904496188
2014-09-01,"Magazine1",9495.06059021882
2014-09-08,"Magazine1",2848.51817689213
2014-09-15,"Magazine1",854.555452894121
2014-09-22,"Magazine1",256.366635174164
2014-09-29,"Magazine1",76.9099905522493
2014-10-06,"Magazine1",23.0729980332646
2014-10-13,"Magazine1",6.92189888942549
2014-10-20,"Magazine1",2.07656931979171
2014-10-27,"Magazine1",0.622971142973447
2014-11-03,"Magazine1",7329.45293103008
2014-11-10,"Magazine1",9528.10191778159
2014-11-17,"Magazine1",10187.6966146746
2014-11-24,"Magazine1",10385.575023222
2014-12-01,"Magazine1",10444.9385456127
2014-12-08,"Magazine1",9781.80044006703
2014-12-15,"Magazine1",9582.85900840333
2014-12-22,"Magazine1",9523.17657907774
2014-12-29,"Magazine1",9505.27185010654
2015-01-05,"Magazine1",9958.71793555823
2015-01-12,"Magazine1",10094.7517611937
2015-01-19,"Magazine1",10135.5619080168
2015-01-26,"Magazine1",10147.8049522372
2015-02-02,"Magazine1",9455.17469898899
2015-02-09,"Magazine1",9247.38562440266
2015-02-16,"Magazine1",9185.04890115917
2015-02-23,"Magazine1",9166.34788435964
2015-03-02,"Magazine1",2749.90436478734
2015-03-09,"Magazine1",824.971309436201
2015-03-16,"Magazine1",247.491392483824
2015-03-23,"Magazine1",74.2474180921833
2015-03-30,"Magazine1",22.274225427655
2015-04-06,"Magazine1",6.6822671077426
2015-04-13,"Magazine1",2.00468082639464
2015-04-20,"Magazine1",0.601404594954325
2015-04-27,"Magazine1",0.180420510896467
2015-05-04,"Magazine1",6648.37300184242
2015-05-11,"Magazine1",8642.83077606836
2015-05-18,"Magazine1",9241.16810955076
2015-05-25,"Magazine1",9420.66930838086
2015-06-01,"Magazine1",9474.51966872396
2015-06-08,"Magazine1",8759.59761441326
2015-06-15,"Magazine1",8545.12099777301
2015-06-22,"Magazine1",8480.77801295446
2015-06-29,"Magazine1",8461.47511612075
2015-07-06,"Magazine1",9645.57891484194
2015-07-13,"Magazine1",10000.8100539377
2015-07-20,"Magazine1",10107.37939584
2015-07-27,"Magazine1",10139.3501991048
2015-08-03,"Magazine1",9922.08314461515
2015-08-10,"Magazine1",9856.90302757419
2015-08-17,"Magazine1",9837.34899298246
2015-08-24,"Magazine1",9831.48278260494
2015-08-31,"Magazine1",9829.72292001224
2015-09-07,"Magazine1",9359.75008984204
2015-09-14,"Magazine1",9218.75823992339
2015-09-21,"Magazine1",9176.46068668298
2015-09-28,"Magazine1",9163.7714201903
2015-10-05,"Magazine1",2749.13142553654
2015-10-12,"Magazine1",824.739426966889
2015-10-19,"Magazine1",247.421829131174
2015-10-26,"Magazine1",74.2265490863883
2015-11-02,"Magazine1",6670.58684128266
2015-11-09,"Magazine1",8649.49492790043
2015-11-16,"Magazine1",9243.16735405928
2015-11-23,"Magazine1",9421.26908190693
2015-11-30,"Magazine1",9474.69960164937
2015-12-07,"Magazine1",10171.6759194879
2015-12-14,"Magazine1",10380.768815013
2015-12-21,"Magazine1",10443.4966841911
2015-12-28,"Magazine1",10462.3150442504
2016-01-04,"Magazine1",9306.02532180288
2016-01-11,"Magazine1",8959.13840489509
2016-01-18,"Magazine1",8855.07233034331
2016-01-25,"Magazine1",8823.85250763074
2016-02-01,"Magazine1",8814.48656133752
2016-02-08,"Magazine1",9751.48234858049
2016-02-15,"Magazine1",10032.5810842328
2016-02-22,"Magazine1",10116.910704755
2016-02-29,"Magazine1",10142.2095912587
2016-03-07,"Magazine1",8959.90459082665
2016-03-14,"Magazine1",8605.21309087055
2016-03-21,"Magazine1",8498.80563949557
2016-03-28,"Magazine1",8466.88340564474
2016-04-04,"Magazine1",2540.06502099935
2016-04-11,"Magazine1",762.019506646841
2016-04-18,"Magazine1",228.605851473498
2016-04-25,"Magazine1",68.5817563096394
2016-05-02,"Magazine1",6668.8934031026
2016-05-09,"Magazine1",8648.98689679345
2016-05-16,"Magazine1",9243.01494455367
2016-05-23,"Magazine1",9421.22335992284
2016-05-30,"Magazine1",9474.68588331897
2016-06-06,"Magazine1",9009.73657352343
2016-06-13,"Magazine1",8870.25178093181
2016-06-20,"Magazine1",8828.40634263377
2016-06-27,"Magazine1",8815.85271166491
2016-07-04,"Magazine1",9525.03389803616
2016-07-11,"Magazine1",9737.78825342698
2016-07-18,"Magazine1",9801.6145607383
2016-07-25,"Magazine1",9820.76245223762
2016-08-01,"Magazine1",10275.4947760525
2016-08-08,"Magazine1",10411.9144726765
2016-08-15,"Magazine1",10452.8403802755
2016-08-22,"Magazine1",10465.1181541169
2016-08-29,"Magazine1",10468.8014859223
2016-09-05,"Magazine1",3140.64044647075
2016-09-12,"Magazine1",942.192133247152
2016-09-19,"Magazine1",282.657640147664
2016-09-26,"Magazine1",84.7972913502272
2016-10-03,"Magazine1",25.4391879256221
2016-10-10,"Magazine1",7.63175568361476
2016-10-17,"Magazine1",2.28952618453053
2016-10-24,"Magazine1",0.68685872294899
2016-10-31,"Magazine1",0.206057790402663
2016-11-07,"Magazine1",7329.32785580969
2016-11-14,"Magazine1",9528.06439625658
2016-11-21,"Magazine1",10187.6853585642
2016-11-28,"Magazine1",10385.5716465624
2016-12-05,"Magazine1",9763.99037035193
2016-12-12,"Magazine1",9577.51598766232
2016-12-19,"Magazine1",9521.57367216136
2016-12-26,"Magazine1",9504.79097803163
2017-01-02,"Magazine1",9262.27050742138
2017-01-09,"Magazine1",9189.51436519719
2017-01-16,"Magazine1",9167.68752287697
2017-01-23,"Magazine1",9161.13947018091
2017-01-30,"Magazine1",9159.17505419857
2017-02-06,"Magazine1",9158.58572992442
2017-02-13,"Magazine1",9158.40893246866
2017-02-20,"Magazine1",9158.35589323193
2017-02-27,"Magazine1",9158.33998163443
2017-03-06,"Magazine1",8664.74370759233
2017-03-13,"Magazine1",8516.66482520618
2017-03-20,"Magazine1",8472.24115979626
2017-03-27,"Magazine1",8458.91406034681
2017-04-03,"Magazine1",2537.67421758349
2017-04-10,"Magazine1",761.30226492801
2017-04-17,"Magazine1",228.390678784331
2017-04-24,"Magazine1",68.5172041558533
2017-05-01,"Magazine1",20.5551603791662
2017-05-08,"Magazine1",6.16654915485764
2017-05-15,"Magazine1",1.84996526701119
2017-05-22,"Magazine1",0.55498853899556
2017-05-29,"Magazine1",0.166577247552952
2017-06-05,"Magazine1",0.0499731742658855
2017-06-12,"Magazine1",0.0149919522797656
2017-06-19,"Magazine1",0.00449411532460567
2017-06-26,"Magazine1",0.0013482345973817
2017-07-03,"Magazine1",6880.27849004817
2017-07-10,"Magazine1",8944.36163224521
2017-07-17,"Magazine1",9563.58657438377
2017-07-24,"Magazine1",9749.35405702533
2017-07-31,"Magazine1",9805.08430233836
2017-08-07,"Magazine1",10048.6616708807
2017-08-14,"Magazine1",10121.7348807494
2017-08-21,"Magazine1",10143.6568438835
2017-08-28,"Magazine1",10150.2334333443
2017-09-04,"Magazine1",9925.34811419294
2017-09-11,"Magazine1",9857.8825191416
2017-09-18,"Magazine1",9837.64284045268
2017-09-25,"Magazine1",9831.57093667249
2017-10-02,"Magazine1",2949.47128186934
2017-10-09,"Magazine1",884.841384560801
2017-10-16,"Magazine1",265.452415888794
2017-10-23,"Magazine1",79.6357252871922
2017-10-30,"Magazine1",23.8907170656038
2017-11-06,"Magazine1",6887.44529913581
2017-11-13,"Magazine1",8946.51167427743
2017-11-20,"Magazine1",9564.23158751399
2017-11-27,"Magazine1",9749.54756079088
2017-12-04,"Magazine1",10254.1303070569
2017-12-11,"Magazine1",10405.5051319778
2017-12-18,"Magazine1",10450.917579107
2017-12-25,"Magazine1",10464.5413127252
2014-01-06,"Display2",10052.9972725912
2014-01-13,"Display2",10177.9067650404
2014-01-20,"Display2",11268.4069009975
2014-01-27,"Display2",10955.1445769837
2014-02-03,"Display2",11249.1327636791
2014-02-10,"Display2",8720.56689838724
2014-02-17,"Display2",10857.0774770435
2014-02-24,"Display2",11035.9043162629
2014-03-03,"Display2",10707.671206085
2014-03-10,"Display2",11577.1242726018
2014-03-17,"Display2",9897.13844022021
2014-03-24,"Display2",10550.6870925846
2014-03-31,"Display2",11726.1418449423
2014-04-07,"Display2",10877.1391467978
2014-04-14,"Display2",10760.9837279445
2014-04-21,"Display2",13258.2090893775
2014-04-28,"Display2",9984.69999442708
2014-05-05,"Display2",11583.2566164778
2014-05-12,"Display2",9735.92767437666
2014-05-19,"Display2",10954.3386916179
2014-05-26,"Display2",11527.0268005513
2014-06-02,"Display2",10556.7394505576
2014-06-09,"Display2",11218.5266509371
2014-06-16,"Display2",10707.6213518577
2014-06-23,"Display2",11260.8397415043
2014-06-30,"Display2",9398.5013899091
2014-07-07,"Display2",11489.6742055955
2014-07-14,"Display2",11074.4295812564
2014-07-21,"Display2",10535.1081944178
2014-07-28,"Display2",11203.9596292289
2014-08-04,"Display2",10947.1742008832
2014-08-11,"Display2",11108.4649526299
2014-08-18,"Display2",11330.805218811
2014-08-25,"Display2",9384.96377581627
2014-09-01,"Display2",11180.2969502909
2014-09-08,"Display2",10424.9095339478
2014-09-15,"Display2",9726.85694426052
2014-09-22,"Display2",10974.6263489409
2014-09-29,"Display2",11142.1286086936
2014-10-06,"Display2",11510.1911375789
2014-10-13,"Display2",11004.3307028031
2014-10-20,"Display2",8090.79022076673
2014-10-27,"Display2",9844.4162252823
2014-11-03,"Display2",10543.0377557937
2014-11-10,"Display2",12788.3088922108
2014-11-17,"Display2",9393.00208514943
2014-11-24,"Display2",11559.3780851713
2014-12-01,"Display2",13092.5476010925
2014-12-08,"Display2",9270.82553569624
2014-12-15,"Display2",12539.9606070164
2014-12-22,"Display2",10737.514165656
2014-12-29,"Display2",10858.4506596874
2015-01-05,"Display2",9504.18879066169
2015-01-12,"Display2",10478.2163033964
2015-01-19,"Display2",10847.220584113
2015-01-26,"Display2",11782.7641944274
2015-02-02,"Display2",10821.4722453603
2015-02-09,"Display2",11755.9598773997
2015-02-16,"Display2",10749.1786852107
2015-02-23,"Display2",9977.93296788878
2015-03-02,"Display2",12635.5484178861
2015-03-09,"Display2",11169.4221545667
2015-03-16,"Display2",10507.4637514837
2015-03-23,"Display2",9845.78365551542
2015-03-30,"Display2",10812.4987583797
2015-04-06,"Display2",11053.4245161248
2015-04-13,"Display2",11320.6905630902
2015-04-20,"Display2",10979.2017069505
2015-04-27,"Display2",10047.6998500595
2015-05-04,"Display2",9524.94294111104
2015-05-11,"Display2",11038.7692907838
2015-05-18,"Display2",9752.89153393342
2015-05-25,"Display2",12307.9995706734
2015-06-01,"Display2",10190.1276249003
2015-06-08,"Display2",9981.47453549377
2015-06-15,"Display2",10013.9274460386
2015-06-22,"Display2",11969.8898450136
2015-06-29,"Display2",10458.6479713524
2015-07-06,"Display2",10677.4195514203
2015-07-13,"Display2",8604.24520746828
2015-07-20,"Display2",11527.1533535897
2015-07-27,"Display2",11353.1075895483
2015-08-03,"Display2",11714.3195449761
2015-08-10,"Display2",12118.9778159058
2015-08-17,"Display2",10852.6155237046
2015-08-24,"Display2",12323.3431678445
2015-08-31,"Display2",10064.448952945
2015-09-07,"Display2",10633.8496960475
2015-09-14,"Display2",11747.2131997607
2015-09-21,"Display2",10613.7269411686
2015-09-28,"Display2",10525.3485446229
2015-10-05,"Display2",9598.98879517112
2015-10-12,"Display2",10567.9958228672
2015-10-19,"Display2",11732.6680919985
2015-10-26,"Display2",12006.7310232536
2015-11-02,"Display2",10085.5008591363
2015-11-09,"Display2",9230.82107934479
2015-11-16,"Display2",9921.29336117122
2015-11-23,"Display2",10141.1650213305
2015-11-30,"Display2",10251.7099221481
2015-12-07,"Display2",12305.5369909867
2015-12-14,"Display2",10689.8069572702
2015-12-21,"Display2",11131.3661219428
2015-12-28,"Display2",10927.3653632814
2016-01-04,"Display2",11930.0415255277
2016-01-11,"Display2",9992.61394211644
2016-01-18,"Display2",11118.2117279815
2016-01-25,"Display2",10759.4891968243
2016-02-01,"Display2",9236.97835033442
2016-02-08,"Display2",9492.48099106351
2016-02-15,"Display2",9710.8564765567
2016-02-22,"Display2",10260.5639781227
2016-02-29,"Display2",11104.2350131948
2016-03-07,"Display2",11422.0877610561
2016-03-14,"Display2",10676.9618238723
2016-03-21,"Display2",11546.0538581281
2016-03-28,"Display2",9627.45364146028
2016-04-04,"Display2",11201.3113288495
2016-04-11,"Display2",9372.09015428856
2016-04-18,"Display2",10588.2925196929
2016-04-25,"Display2",11019.2724529887
2016-05-02,"Display2",9817.96828380214
2016-05-09,"Display2",12024.4059903595
2016-05-16,"Display2",10923.8374918926
2016-05-23,"Display2",10700.2747014466
2016-05-30,"Display2",11187.6375743669
2016-06-06,"Display2",9616.23753602646
2016-06-13,"Display2",9993.57788181804
2016-06-20,"Display2",10628.2575309415
2016-06-27,"Display2",10976.8314397615
2016-07-04,"Display2",11867.3396995615
2016-07-11,"Display2",10631.3575325337
2016-07-18,"Display2",12273.2533656751
2016-07-25,"Display2",11556.7081447702
2016-08-01,"Display2",11241.3771442499
2016-08-08,"Display2",11233.9302375356
2016-08-15,"Display2",11039.8219819669
2016-08-22,"Display2",8051.74449955469
2016-08-29,"Display2",9557.07399057331
2016-09-05,"Display2",12325.1951702096
2016-09-12,"Display2",9223.72616538881
2016-09-19,"Display2",10661.401004711
2016-09-26,"Display2",11997.3567849848
2016-10-03,"Display2",11448.7775777157
2016-10-10,"Display2",9703.88921133643
2016-10-17,"Display2",10728.2878465229
2016-10-24,"Display2",10979.1329519447
2016-10-31,"Display2",9696.4088858544
2016-11-07,"Display2",11892.7300192207
2016-11-14,"Display2",10764.2557540131
2016-11-21,"Display2",11894.8970345601
2016-11-28,"Display2",11089.5408905995
2016-12-05,"Display2",12032.0202648367
2016-12-12,"Display2",11751.9074409276
2016-12-19,"Display2",11269.2533271634
2016-12-26,"Display2",10605.4133378882
2017-01-02,"Display2",8614.35082368634
2017-01-09,"Display2",10151.9187425028
2017-01-16,"Display2",9892.18150562513
2017-01-23,"Display2",12336.7142359474
2017-01-30,"Display2",11185.968279527
2017-02-06,"Display2",11496.9436093468
2017-02-13,"Display2",10717.7938056112
2017-02-20,"Display2",10275.8117017799
2017-02-27,"Display2",12326.4965846802
2017-03-06,"Display2",9815.64485767285
2017-03-13,"Display2",10908.0794472169
2017-03-20,"Display2",9838.80789864106
2017-03-27,"Display2",10946.6000554969
2017-04-03,"Display2",9132.83204783734
2017-04-10,"Display2",10088.2751647054
2017-04-17,"Display2",9908.95087891075
2017-04-24,"Display2",11165.7244500961
2017-05-01,"Display2",11146.0131295541
2017-05-08,"Display2",10452.5400067413
2017-05-15,"Display2",9708.78533473124
2017-05-22,"Display2",11875.1829747748
2017-05-29,"Display2",7928.65386462716
2017-06-05,"Display2",11505.533876196
2017-06-12,"Display2",11452.4131013644
2017-06-19,"Display2",9146.92545438671
2017-06-26,"Display2",11490.4376326908
2017-07-03,"Display2",9580.96621809612
2017-07-10,"Display2",12008.6904039543
2017-07-17,"Display2",10593.6000774247
2017-07-24,"Display2",9719.36045724329
2017-07-31,"Display2",10071.3592419056
2017-08-07,"Display2",8459.57426632555
2017-08-14,"Display2",10228.3948531792
2017-08-21,"Display2",11276.1041745453
2017-08-28,"Display2",10257.3089353622
