Period,variable_model,VariableName,Activity,Spend
9/7/2015,Magazine1,Magazine,16,4875
9/14/2015,Magazine1,Magazine,16,4875
9/21/2015,Magazine1,Magazine,16,4875
9/28/2015,Magazine1,Magazine,0,0
10/5/2015,Magazine1,Magazine,0,0
10/12/2015,Magazine1,Magazine,0,0
10/19/2015,Magazine1,Magazine,0,0
10/26/2015,Magazine1,Magazine,17,850
11/2/2015,Magazine1,Magazine,17,1645
11/9/2015,Magazine1,Magazine,17,1645
11/16/2015,Magazine1,Magazine,17,1645
11/23/2015,Magazine1,Magazine,17,1645
11/30/2015,Magazine1,Magazine,20,1851
12/7/2015,Magazine1,Magazine,20,1851
12/14/2015,Magazine1,Magazine,20,1851
12/21/2015,Magazine1,Magazine,20,1851
12/28/2015,Magazine1,Magazine,15,1388
1/4/2016,Magazine1,Magazine,15,1218
1/11/2016,Magazine1,Magazine,15,1218
1/18/2016,Magazine1,Magazine,15,1218
1/25/2016,Magazine1,Magazine,15,1218
2/1/2016,Magazine1,Magazine,19,1694
2/8/2016,Magazine1,Magazine,19,1694
2/15/2016,Magazine1,Magazine,19,1694
2/22/2016,Magazine1,Magazine,19,1694
2/29/2016,Magazine1,Magazine,14,700
3/7/2016,Magazine1,Magazine,14,700
3/14/2016,Magazine1,Magazine,14,700
3/21/2016,Magazine1,Magazine,14,700
3/28/2016,Magazine1,Magazine,0,0
4/4/2016,Magazine1,Magazine,0,0
4/11/2016,Magazine1,Magazine,0,0
4/18/2016,Magazine1,Magazine,0,0
4/25/2016,Magazine1,Magazine,17,850
5/2/2016,Magazine1,Magazine,17,850
5/9/2016,Magazine1,Magazine,17,850
5/16/2016,Magazine1,Magazine,17,850
5/23/2016,Magazine1,Magazine,17,850
5/30/2016,Magazine1,Magazine,15,750
6/6/2016,Magazine1,Magazine,15,750
6/13/2016,Magazine1,Magazine,15,750
6/20/2016,Magazine1,Magazine,15,750
6/27/2016,Magazine1,Magazine,18,504
7/4/2016,Magazine1,Magazine,18,504
7/11/2016,Magazine1,Magazine,18,504
7/18/2016,Magazine1,Magazine,18,504
7/25/2016,Magazine1,Magazine,20,559
8/1/2016,Magazine1,Magazine,20,834
8/8/2016,Magazine1,Magazine,20,834
8/15/2016,Magazine1,Magazine,20,834
8/22/2016,Magazine1,Magazine,20,834
8/29/2016,Magazine1,Magazine,0,0
9/5/2016,Magazine1,Magazine,0,0
9/12/2016,Magazine1,Magazine,0,0
9/19/2016,Magazine1,Magazine,0,0
9/26/2016,Magazine1,Magazine,0,0
10/3/2016,Magazine1,Magazine,0,0
10/10/2016,Magazine1,Magazine,0,0
10/17/2016,Magazine1,Magazine,0,0
10/24/2016,Magazine1,Magazine,0,0
10/31/2016,Magazine1,Magazine,20,1935
11/7/2016,Magazine1,Magazine,20,1935
11/14/2016,Magazine1,Magazine,20,1935
11/21/2016,Magazine1,Magazine,20,1935
11/28/2016,Magazine1,Magazine,17,1573
12/5/2016,Magazine1,Magazine,17,1573
12/12/2016,Magazine1,Magazine,17,1573
12/19/2016,Magazine1,Magazine,17,1573
12/26/2016,Magazine1,Magazine,16,1481
1/2/2017,Magazine1,Magazine,16,1299
1/9/2017,Magazine1,Magazine,16,1299
1/16/2017,Magazine1,Magazine,16,1299
1/23/2017,Magazine1,Magazine,16,1299
1/30/2017,Magazine1,Magazine,16,1426
2/6/2017,Magazine1,Magazine,16,1426
2/13/2017,Magazine1,Magazine,16,1426
2/20/2017,Magazine1,Magazine,16,1426
2/27/2017,Magazine1,Magazine,14,700
3/6/2017,Magazine1,Magazine,14,700
3/13/2017,Magazine1,Magazine,14,700
3/20/2017,Magazine1,Magazine,14,700
3/27/2017,Magazine1,Magazine,0,0
4/3/2017,Magazine1,Magazine,0,0
4/10/2017,Magazine1,Magazine,0,0
4/17/2017,Magazine1,Magazine,0,0
4/24/2017,Magazine1,Magazine,0,0
5/1/2017,Magazine1,Magazine,0,0
5/8/2017,Magazine1,Magazine,0,0
5/15/2017,Magazine1,Magazine,0,0
5/22/2017,Magazine1,Magazine,0,0
5/29/2017,Magazine1,Magazine,0,0
6/5/2017,Magazine1,Magazine,0,0
6/12/2017,Magazine1,Magazine,0,0
6/19/2017,Magazine1,Magazine,0,0
6/26/2017,Magazine1,Magazine,18,504
7/3/2017,Magazine1,Magazine,18,504
7/10/2017,Magazine1,Magazine,18,504
7/17/2017,Magazine1,Magazine,18,504
7/24/2017,Magazine1,Magazine,18,504
7/31/2017,Magazine1,Magazine,19,792
8/7/2017,Magazine1,Magazine,19,792
8/14/2017,Magazine1,Magazine,19,792
8/21/2017,Magazine1,Magazine,19,792
8/28/2017,Magazine1,Magazine,18,5485
9/4/2017,Magazine1,Magazine,18,5485
9/11/2017,Magazine1,Magazine,18,5485
9/18/2017,Magazine1,Magazine,18,5485
9/25/2017,Magazine1,Magazine,0,0
10/2/2017,Magazine1,Magazine,0,0
10/9/2017,Magazine1,Magazine,0,0
10/16/2017,Magazine1,Magazine,0,0
10/23/2017,Magazine1,Magazine,0,0
10/30/2017,Magazine1,Magazine,18,1741
11/6/2017,Magazine1,Magazine,18,1741
11/13/2017,Magazine1,Magazine,18,1741
11/20/2017,Magazine1,Magazine,18,1741
11/27/2017,Magazine1,Magazine,20,1851
12/4/2017,Magazine1,Magazine,20,1851
12/11/2017,Magazine1,Magazine,20,1851
12/18/2017,Magazine1,Magazine,20,1851
12/25/2017,Magazine1,Magazine,20,1851
1/6/2014,PaidSearch1,Paid Search,322562,2643
1/13/2014,PaidSearch1,Paid Search,287279,2354
1/20/2014,PaidSearch1,Paid Search,298089,2443
1/27/2014,PaidSearch1,Paid Search,393145,3222
2/3/2014,PaidSearch1,Paid Search,407856,4016
2/10/2014,PaidSearch1,Paid Search,347645,3423
2/17/2014,PaidSearch1,Paid Search,349324,3440
2/24/2014,PaidSearch1,Paid Search,348796,3435
3/3/2014,PaidSearch1,Paid Search,366332,4518
3/10/2014,PaidSearch1,Paid Search,374213,4615
3/17/2014,PaidSearch1,Paid Search,355610,4386
3/24/2014,PaidSearch1,Paid Search,323530,3990
3/31/2014,PaidSearch1,Paid Search,296905,2660
4/7/2014,PaidSearch1,Paid Search,457996,4103
4/14/2014,PaidSearch1,Paid Search,294851,2641
4/21/2014,PaidSearch1,Paid Search,315749,2828
4/28/2014,PaidSearch1,Paid Search,345122,3092
5/5/2014,PaidSearch1,Paid Search,395920,4615
5/12/2014,PaidSearch1,Paid Search,319209,3721
5/19/2014,PaidSearch1,Paid Search,305996,3567
5/26/2014,PaidSearch1,Paid Search,360028,4197
6/2/2014,PaidSearch1,Paid Search,319386,3877
6/9/2014,PaidSearch1,Paid Search,370036,4492
6/16/2014,PaidSearch1,Paid Search,313009,3799
6/23/2014,PaidSearch1,Paid Search,305565,3709
6/30/2014,PaidSearch1,Paid Search,301298,2834
7/7/2014,PaidSearch1,Paid Search,368720,3468
7/14/2014,PaidSearch1,Paid Search,389030,3659
7/21/2014,PaidSearch1,Paid Search,426069,4007
7/28/2014,PaidSearch1,Paid Search,411523,3870
8/4/2014,PaidSearch1,Paid Search,435209,6084
8/11/2014,PaidSearch1,Paid Search,361655,5056
8/18/2014,PaidSearch1,Paid Search,420119,5873
8/25/2014,PaidSearch1,Paid Search,360121,5034
9/1/2014,PaidSearch1,Paid Search,322346,4810
9/8/2014,PaidSearch1,Paid Search,398204,5942
9/15/2014,PaidSearch1,Paid Search,377877,5639
9/22/2014,PaidSearch1,Paid Search,350288,5227
9/29/2014,PaidSearch1,Paid Search,422685,3975
10/6/2014,PaidSearch1,Paid Search,358800,3374
10/13/2014,PaidSearch1,Paid Search,332940,3131
10/20/2014,PaidSearch1,Paid Search,314011,2953
10/27/2014,PaidSearch1,Paid Search,413416,3888
11/3/2014,PaidSearch1,Paid Search,362310,5065
11/10/2014,PaidSearch1,Paid Search,405390,5667
11/17/2014,PaidSearch1,Paid Search,316528,4425
11/24/2014,PaidSearch1,Paid Search,336391,4703
12/1/2014,PaidSearch1,Paid Search,291176,4345
12/8/2014,PaidSearch1,Paid Search,308303,4601
12/15/2014,PaidSearch1,Paid Search,417380,6228
12/22/2014,PaidSearch1,Paid Search,262090,3911
12/29/2014,PaidSearch1,Paid Search,274660,4099
1/5/2015,PaidSearch1,Paid Search,296933,2433
1/12/2015,PaidSearch1,Paid Search,340766,2792
1/19/2015,PaidSearch1,Paid Search,300377,2461
1/26/2015,PaidSearch1,Paid Search,387788,3178
2/2/2015,PaidSearch1,Paid Search,357803,3523
2/9/2015,PaidSearch1,Paid Search,335975,3309
2/16/2015,PaidSearch1,Paid Search,413703,4074
2/23/2015,PaidSearch1,Paid Search,363560,3580
3/2/2015,PaidSearch1,Paid Search,362080,4466
3/9/2015,PaidSearch1,Paid Search,362385,4469
3/16/2015,PaidSearch1,Paid Search,355386,4383
3/23/2015,PaidSearch1,Paid Search,385440,4754
3/30/2015,PaidSearch1,Paid Search,337338,3022
4/6/2015,PaidSearch1,Paid Search,344335,3084
4/13/2015,PaidSearch1,Paid Search,371530,3328
4/20/2015,PaidSearch1,Paid Search,387501,3471
4/27/2015,PaidSearch1,Paid Search,326268,2923
5/4/2015,PaidSearch1,Paid Search,363555,4238
5/11/2015,PaidSearch1,Paid Search,354542,4133
5/18/2015,PaidSearch1,Paid Search,385458,4493
5/25/2015,PaidSearch1,Paid Search,409811,4777
6/1/2015,PaidSearch1,Paid Search,349911,4247
6/8/2015,PaidSearch1,Paid Search,365316,4434
6/15/2015,PaidSearch1,Paid Search,445164,5404
6/22/2015,PaidSearch1,Paid Search,365853,4441
6/29/2015,PaidSearch1,Paid Search,376820,3544
7/6/2015,PaidSearch1,Paid Search,296518,2789
7/13/2015,PaidSearch1,Paid Search,363910,3422
7/20/2015,PaidSearch1,Paid Search,363810,3421
7/27/2015,PaidSearch1,Paid Search,355093,3339
8/3/2015,PaidSearch1,Paid Search,286216,4001
8/10/2015,PaidSearch1,Paid Search,404839,5659
8/17/2015,PaidSearch1,Paid Search,366889,5129
8/24/2015,PaidSearch1,Paid Search,364287,5093
8/31/2015,PaidSearch1,Paid Search,351099,5239
9/7/2015,PaidSearch1,Paid Search,315396,4706
9/14/2015,PaidSearch1,Paid Search,326499,4872
9/21/2015,PaidSearch1,Paid Search,314653,4695
9/28/2015,PaidSearch1,Paid Search,351509,3306
10/5/2015,PaidSearch1,Paid Search,356570,3353
10/12/2015,PaidSearch1,Paid Search,359867,3384
10/19/2015,PaidSearch1,Paid Search,337032,3170
10/26/2015,PaidSearch1,Paid Search,370844,3488
11/2/2015,PaidSearch1,Paid Search,352175,4923
11/9/2015,PaidSearch1,Paid Search,339625,4748
11/16/2015,PaidSearch1,Paid Search,341964,4780
11/23/2015,PaidSearch1,Paid Search,370987,5186
11/30/2015,PaidSearch1,Paid Search,329024,4910
12/7/2015,PaidSearch1,Paid Search,407896,6087
12/14/2015,PaidSearch1,Paid Search,309717,4622
12/21/2015,PaidSearch1,Paid Search,324400,4841
12/28/2015,PaidSearch1,Paid Search,274724,4099
1/4/2016,PaidSearch1,Paid Search,325029,2663
1/11/2016,PaidSearch1,Paid Search,328690,2693
1/18/2016,PaidSearch1,Paid Search,346632,2840
1/25/2016,PaidSearch1,Paid Search,330770,2710
2/1/2016,PaidSearch1,Paid Search,373377,3677
2/8/2016,PaidSearch1,Paid Search,387612,3817
2/15/2016,PaidSearch1,Paid Search,354435,3490
2/22/2016,PaidSearch1,Paid Search,444313,4375
2/29/2016,PaidSearch1,Paid Search,458524,5655
3/7/2016,PaidSearch1,Paid Search,302003,3725
3/14/2016,PaidSearch1,Paid Search,320719,3955
3/21/2016,PaidSearch1,Paid Search,385968,4760
3/28/2016,PaidSearch1,Paid Search,430433,3856
4/4/2016,PaidSearch1,Paid Search,335024,3001
4/11/2016,PaidSearch1,Paid Search,318953,2857
4/18/2016,PaidSearch1,Paid Search,412282,3693
4/25/2016,PaidSearch1,Paid Search,316284,2833
5/2/2016,PaidSearch1,Paid Search,367539,4284
5/9/2016,PaidSearch1,Paid Search,333781,3891
5/16/2016,PaidSearch1,Paid Search,258675,3015
5/23/2016,PaidSearch1,Paid Search,258940,3018
5/30/2016,PaidSearch1,Paid Search,408620,4960
6/6/2016,PaidSearch1,Paid Search,342141,4153
6/13/2016,PaidSearch1,Paid Search,277301,3366
6/20/2016,PaidSearch1,Paid Search,351901,4272
6/27/2016,PaidSearch1,Paid Search,334349,3144
7/4/2016,PaidSearch1,Paid Search,312567,2940
7/11/2016,PaidSearch1,Paid Search,300634,2827
7/18/2016,PaidSearch1,Paid Search,394915,3714
7/25/2016,PaidSearch1,Paid Search,335974,3160
8/1/2016,PaidSearch1,Paid Search,362952,5074
8/8/2016,PaidSearch1,Paid Search,441935,6178
8/15/2016,PaidSearch1,Paid Search,299307,4184
8/22/2016,PaidSearch1,Paid Search,314891,4402
8/29/2016,PaidSearch1,Paid Search,340193,5076
9/5/2016,PaidSearch1,Paid Search,269525,4022
9/12/2016,PaidSearch1,Paid Search,465412,6945
9/19/2016,PaidSearch1,Paid Search,348935,5207
9/26/2016,PaidSearch1,Paid Search,377993,3555
10/3/2016,PaidSearch1,Paid Search,359698,3383
10/10/2016,PaidSearch1,Paid Search,354955,3338
10/17/2016,PaidSearch1,Paid Search,297153,2795
10/24/2016,PaidSearch1,Paid Search,315389,2966
10/31/2016,PaidSearch1,Paid Search,335805,4694
11/7/2016,PaidSearch1,Paid Search,335056,4684
11/14/2016,PaidSearch1,Paid Search,377410,5276
11/21/2016,PaidSearch1,Paid Search,424453,5934
11/28/2016,PaidSearch1,Paid Search,362955,5416
12/5/2016,PaidSearch1,Paid Search,343513,5126
12/12/2016,PaidSearch1,Paid Search,354580,5291
12/19/2016,PaidSearch1,Paid Search,402840,6011
12/26/2016,PaidSearch1,Paid Search,324879,4848
1/2/2017,PaidSearch1,Paid Search,398881,3269
1/9/2017,PaidSearch1,Paid Search,332411,2724
1/16/2017,PaidSearch1,Paid Search,404948,3318
1/23/2017,PaidSearch1,Paid Search,313422,2568
1/30/2017,PaidSearch1,Paid Search,451893,4450
2/6/2017,PaidSearch1,Paid Search,301461,2969
2/13/2017,PaidSearch1,Paid Search,466403,4593
2/20/2017,PaidSearch1,Paid Search,366586,3610
2/27/2017,PaidSearch1,Paid Search,352179,4343
3/6/2017,PaidSearch1,Paid Search,370982,4575
3/13/2017,PaidSearch1,Paid Search,370632,4571
3/20/2017,PaidSearch1,Paid Search,393820,4857
3/27/2017,PaidSearch1,Paid Search,307774,2757
4/3/2017,PaidSearch1,Paid Search,288716,2586
4/10/2017,PaidSearch1,Paid Search,284496,2548
4/17/2017,PaidSearch1,Paid Search,426874,3824
4/24/2017,PaidSearch1,Paid Search,371756,3330
5/1/2017,PaidSearch1,Paid Search,403937,4709
5/8/2017,PaidSearch1,Paid Search,291225,3395
5/15/2017,PaidSearch1,Paid Search,357468,4167
5/22/2017,PaidSearch1,Paid Search,280464,3269
5/29/2017,PaidSearch1,Paid Search,397739,4828
6/5/2017,PaidSearch1,Paid Search,331115,4019
6/12/2017,PaidSearch1,Paid Search,302471,3672
6/19/2017,PaidSearch1,Paid Search,369025,4479
6/26/2017,PaidSearch1,Paid Search,326108,3067
7/3/2017,PaidSearch1,Paid Search,467834,4400
7/10/2017,PaidSearch1,Paid Search,344050,3236
7/17/2017,PaidSearch1,Paid Search,306364,2881
7/24/2017,PaidSearch1,Paid Search,354193,3331
7/31/2017,PaidSearch1,Paid Search,383480,5361
8/7/2017,PaidSearch1,Paid Search,348729,4875
8/14/2017,PaidSearch1,Paid Search,303435,4242
8/21/2017,PaidSearch1,Paid Search,345345,4828
8/28/2017,PaidSearch1,Paid Search,322262,4809
9/4/2017,PaidSearch1,Paid Search,343676,5128
9/11/2017,PaidSearch1,Paid Search,351100,5239
9/18/2017,PaidSearch1,Paid Search,347672,5188
9/25/2017,PaidSearch1,Paid Search,318687,2997
10/2/2017,PaidSearch1,Paid Search,350603,3297
10/9/2017,PaidSearch1,Paid Search,272403,2562
10/16/2017,PaidSearch1,Paid Search,377074,3546
10/23/2017,PaidSearch1,Paid Search,432094,4064
10/30/2017,PaidSearch1,Paid Search,306841,4289
11/6/2017,PaidSearch1,Paid Search,374316,5233
11/13/2017,PaidSearch1,Paid Search,359857,5031
11/20/2017,PaidSearch1,Paid Search,388931,5437
11/27/2017,PaidSearch1,Paid Search,303303,4526
12/4/2017,PaidSearch1,Paid Search,270781,4041
12/11/2017,PaidSearch1,Paid Search,269663,4024
12/18/2017,PaidSearch1,Paid Search,392770,5861
12/25/2017,PaidSearch1,Paid Search,311237,4644
1/6/2014,Display1,Display,36699907,577
1/13/2014,Display1,Display,37155907,584
1/20/2014,Display1,Display,41136934,647
1/27/2014,Display1,Display,39993325,629
2/3/2014,Display1,Display,41066571,696
2/10/2014,Display1,Display,31835679,539
2/17/2014,Display1,Display,39635317,671
2/24/2014,Display1,Display,40288150,682
3/3/2014,Display1,Display,39089888,682
3/10/2014,Display1,Display,42263951,737
3/17/2014,Display1,Display,36130922,630
3/24/2014,Display1,Display,38516795,672
3/31/2014,Display1,Display,42807961,949
4/7/2014,Display1,Display,39708555,881
4/14/2014,Display1,Display,39284513,871
4/21/2014,Display1,Display,48400992,1074
4/28/2014,Display1,Display,36450578,808
5/5/2014,Display1,Display,42286338,1074
5/12/2014,Display1,Display,35542399,903
5/19/2014,Display1,Display,39990383,1015
5/26/2014,Display1,Display,42081063,1069
6/2/2014,Display1,Display,38538890,1146
6/9/2014,Display1,Display,40954839,1218
6/16/2014,Display1,Display,39089706,1163
6/23/2014,Display1,Display,41109309,1223
6/30/2014,Display1,Display,34310576,863
7/7/2014,Display1,Display,41944702,1054
7/14/2014,Display1,Display,40428792,1016
7/21/2014,Display1,Display,38459922,967
7/28/2014,Display1,Display,40901660,1028
8/4/2014,Display1,Display,39964228,1083
8/11/2014,Display1,Display,40553043,1099
8/18/2014,Display1,Display,41364728,1121
8/25/2014,Display1,Display,34261155,929
9/1/2014,Display1,Display,40815276,950
9/8/2014,Display1,Display,38057626,885
9/15/2014,Display1,Display,35509285,826
9/22/2014,Display1,Display,40064446,932
9/29/2014,Display1,Display,40675937,1023
10/6/2014,Display1,Display,42019602,1056
10/13/2014,Display1,Display,40172886,1010
10/20/2014,Display1,Display,29536589,743
10/27/2014,Display1,Display,35938452,903
11/3/2014,Display1,Display,38488870,1043
11/10/2014,Display1,Display,46685554,1266
11/17/2014,Display1,Display,34290500,930
11/24/2014,Display1,Display,42199166,1144
12/1/2014,Display1,Display,47796221,1112
12/8/2014,Display1,Display,33844477,787
12/15/2014,Display1,Display,45778923,1065
12/22/2014,Display1,Display,39198834,912
12/29/2014,Display1,Display,39640330,922
1/5/2015,Display1,Display,34696403,545
1/12/2015,Display1,Display,38252230,601
1/19/2015,Display1,Display,39599333,623
1/26/2015,Display1,Display,43014669,676
2/2/2015,Display1,Display,39505335,669
2/9/2015,Display1,Display,42916816,727
2/16/2015,Display1,Display,39241417,665
2/23/2015,Display1,Display,36425874,617
3/2/2015,Display1,Display,46127880,805
3/9/2015,Display1,Display,40775576,711
3/16/2015,Display1,Display,38359002,669
3/23/2015,Display1,Display,35943444,627
3/30/2015,Display1,Display,39472576,876
4/6/2015,Display1,Display,40352110,895
4/13/2015,Display1,Display,41327803,917
4/20/2015,Display1,Display,40081149,889
4/27/2015,Display1,Display,36680568,814
5/4/2015,Display1,Display,34772169,883
5/11/2015,Display1,Display,40298609,1023
5/18/2015,Display1,Display,35604328,904
5/25/2015,Display1,Display,44932116,1141
6/1/2015,Display1,Display,37200521,1107
6/8/2015,Display1,Display,36438803,1084
6/15/2015,Display1,Display,36557277,1088
6/22/2015,Display1,Display,43697798,1300
6/29/2015,Display1,Display,38180793,960
7/6/2015,Display1,Display,38979450,980
7/13/2015,Display1,Display,31411030,790
7/20/2015,Display1,Display,42081525,1058
7/27/2015,Display1,Display,41446146,1042
8/3/2015,Display1,Display,42764802,1159
8/10/2015,Display1,Display,44242065,1199
8/17/2015,Display1,Display,39619028,1074
8/24/2015,Display1,Display,44988130,1220
8/31/2015,Display1,Display,36741713,855
9/7/2015,Display1,Display,38820392,903
9/14/2015,Display1,Display,42884885,998
9/21/2015,Display1,Display,38746931,901
9/28/2015,Display1,Display,38424293,966
10/5/2015,Display1,Display,35042484,881
10/12/2015,Display1,Display,38579983,970
10/19/2015,Display1,Display,42831786,1077
10/26/2015,Display1,Display,43832292,1102
11/2/2015,Display1,Display,36818566,998
11/9/2015,Display1,Display,33698435,914
11/16/2015,Display1,Display,36219103,982
11/23/2015,Display1,Display,37021776,1004
11/30/2015,Display1,Display,37425336,871
12/7/2015,Display1,Display,44923126,1045
12/14/2015,Display1,Display,39024672,908
12/21/2015,Display1,Display,40636647,945
12/28/2015,Display1,Display,39891913,928
1/4/2016,Display1,Display,43552326,685
1/11/2016,Display1,Display,36479469,574
1/18/2016,Display1,Display,40588625,638
1/25/2016,Display1,Display,39279057,618
2/1/2016,Display1,Display,33720913,571
2/8/2016,Display1,Display,34653662,587
2/15/2016,Display1,Display,35450873,601
2/22/2016,Display1,Display,37457659,635
2/29/2016,Display1,Display,40537601,707
3/7/2016,Display1,Display,41697968,727
3/14/2016,Display1,Display,38977779,680
3/21/2016,Display1,Display,42150524,735
3/28/2016,Display1,Display,35146399,780
4/4/2016,Display1,Display,40891992,907
4/11/2016,Display1,Display,34214158,759
4/18/2016,Display1,Display,38654079,857
4/25/2016,Display1,Display,40227433,892
5/2/2016,Display1,Display,35841900,910
5/9/2016,Display1,Display,43896817,1115
5/16/2016,Display1,Display,39879034,1013
5/23/2016,Display1,Display,39062886,992
5/30/2016,Display1,Display,40842074,1215
6/6/2016,Display1,Display,35105453,1044
6/13/2016,Display1,Display,36482988,1085
6/20/2016,Display1,Display,38799977,1154
6/27/2016,Display1,Display,40072496,1007
7/4/2016,Display1,Display,43323424,1089
7/11/2016,Display1,Display,38811294,976
7/18/2016,Display1,Display,44805270,1126
7/25/2016,Display1,Display,42189419,1061
8/1/2016,Display1,Display,41038258,1113
8/8/2016,Display1,Display,41011072,1112
8/15/2016,Display1,Display,40302452,1093
8/22/2016,Display1,Display,29394047,797
8/29/2016,Display1,Display,34889468,812
9/5/2016,Display1,Display,44994891,1047
9/12/2016,Display1,Display,33672534,783
9/19/2016,Display1,Display,38920972,905
9/26/2016,Display1,Display,43798070,1101
10/3/2016,Display1,Display,41795403,1051
10/10/2016,Display1,Display,35425438,891
10/17/2016,Display1,Display,39165152,985
10/24/2016,Display1,Display,40080898,1008
10/31/2016,Display1,Display,35398130,960
11/7/2016,Display1,Display,43416115,1177
11/14/2016,Display1,Display,39296458,1065
11/21/2016,Display1,Display,43424026,1177
11/28/2016,Display1,Display,40483958,942
12/5/2016,Display1,Display,43924614,1022
12/12/2016,Display1,Display,42902022,998
12/19/2016,Display1,Display,41140024,957
12/26/2016,Display1,Display,38716581,901
1/2/2017,Display1,Display,31447922,494
1/9/2017,Display1,Display,37061034,583
1/16/2017,Display1,Display,36112826,568
1/23/2017,Display1,Display,45036943,708
1/30/2017,Display1,Display,40835980,692
2/6/2017,Display1,Display,41971240,711
2/13/2017,Display1,Display,39126842,663
2/20/2017,Display1,Display,37513323,635
2/27/2017,Display1,Display,44999642,785
3/6/2017,Display1,Display,35833418,625
3/13/2017,Display1,Display,39821507,695
3/20/2017,Display1,Display,35917978,626
3/27/2017,Display1,Display,39962132,886
4/3/2017,Display1,Display,33340712,739
4/10/2017,Display1,Display,36828694,817
4/17/2017,Display1,Display,36174045,802
4/24/2017,Display1,Display,40762077,904
5/1/2017,Display1,Display,40690118,1033
5/8/2017,Display1,Display,38158495,969
5/15/2017,Display1,Display,35443312,900
5/22/2017,Display1,Display,43352057,1101
5/29/2017,Display1,Display,28944687,861
6/5/2017,Display1,Display,42002600,1250
6/12/2017,Display1,Display,41808675,1244
6/19/2017,Display1,Display,33392162,993
6/26/2017,Display1,Display,41947489,1055
7/3/2017,Display1,Display,34976690,879
7/10/2017,Display1,Display,43839445,1102
7/17/2017,Display1,Display,38673455,972
7/24/2017,Display1,Display,35481918,892
7/31/2017,Display1,Display,36766940,997
8/7/2017,Display1,Display,30882888,837
8/14/2017,Display1,Display,37340221,1012
8/21/2017,Display1,Display,41165034,1116
8/28/2017,Display1,Display,37445776,871
9/4/2017,Display1,Display,41550368,967
9/11/2017,Display1,Display,36758649,855
9/18/2017,Display1,Display,36697280,854
9/25/2017,Display1,Display,37768825,950
10/2/2017,Display1,Display,43950508,1105
10/9/2017,Display1,Display,41120064,1034
10/16/2017,Display1,Display,41918267,1054
10/23/2017,Display1,Display,42281650,1063
10/30/2017,Display1,Display,40814059,1106
11/6/2017,Display1,Display,36062526,978
11/13/2017,Display1,Display,40871029,1108
11/20/2017,Display1,Display,37239004,1010
11/27/2017,Display1,Display,38408351,894
12/4/2017,Display1,Display,34923918,812
12/11/2017,Display1,Display,34013004,791
12/18/2017,Display1,Display,36295419,844
12/25/2017,Display1,Display,39796196,926
1/6/2014,Facebook1,Facebook,10912086,172
1/13/2014,Facebook1,Facebook,10231860,161
1/20/2014,Facebook1,Facebook,9519178,150
1/27/2014,Facebook1,Facebook,3705699,58
2/3/2014,Facebook1,Facebook,9695603,164
2/10/2014,Facebook1,Facebook,8906979,151
2/17/2014,Facebook1,Facebook,7411653,126
2/24/2014,Facebook1,Facebook,8259165,140
3/3/2014,Facebook1,Facebook,5847489,102
3/10/2014,Facebook1,Facebook,8186571,143
3/17/2014,Facebook1,Facebook,5828062,102
3/24/2014,Facebook1,Facebook,0,0
3/31/2014,Facebook1,Facebook,6608543,147
4/7/2014,Facebook1,Facebook,0,0
4/14/2014,Facebook1,Facebook,11504439,255
4/21/2014,Facebook1,Facebook,5625945,125
4/28/2014,Facebook1,Facebook,10241105,227
5/5/2014,Facebook1,Facebook,15524325,394
5/12/2014,Facebook1,Facebook,19298410,490
5/19/2014,Facebook1,Facebook,5432662,138
5/26/2014,Facebook1,Facebook,8750111,222
6/2/2014,Facebook1,Facebook,6503622,193
6/9/2014,Facebook1,Facebook,3055470,91
6/16/2014,Facebook1,Facebook,0,0
6/23/2014,Facebook1,Facebook,0,0
6/30/2014,Facebook1,Facebook,0,0
7/7/2014,Facebook1,Facebook,16726148,420
7/14/2014,Facebook1,Facebook,402,0
7/21/2014,Facebook1,Facebook,3248667,82
7/28/2014,Facebook1,Facebook,2155449,54
8/4/2014,Facebook1,Facebook,1313728,36
8/11/2014,Facebook1,Facebook,2863637,78
8/18/2014,Facebook1,Facebook,325,0
8/25/2014,Facebook1,Facebook,430,0
9/1/2014,Facebook1,Facebook,704,0
9/8/2014,Facebook1,Facebook,18300302,426
9/15/2014,Facebook1,Facebook,15213692,354
9/22/2014,Facebook1,Facebook,7247411,169
9/29/2014,Facebook1,Facebook,3131468,79
10/6/2014,Facebook1,Facebook,14494397,364
10/13/2014,Facebook1,Facebook,13230595,333
10/20/2014,Facebook1,Facebook,17763124,447
10/27/2014,Facebook1,Facebook,5316261,134
11/3/2014,Facebook1,Facebook,14659929,397
11/10/2014,Facebook1,Facebook,10970829,297
11/17/2014,Facebook1,Facebook,3326546,90
11/24/2014,Facebook1,Facebook,25071778,680
12/1/2014,Facebook1,Facebook,29306480,682
12/8/2014,Facebook1,Facebook,14806586,344
12/15/2014,Facebook1,Facebook,24464832,569
12/22/2014,Facebook1,Facebook,38534317,896
12/29/2014,Facebook1,Facebook,33821247,787
1/5/2015,Facebook1,Facebook,13303858,209
1/12/2015,Facebook1,Facebook,0,0
1/19/2015,Facebook1,Facebook,0,0
1/26/2015,Facebook1,Facebook,0,0
2/2/2015,Facebook1,Facebook,11044687,187
2/9/2015,Facebook1,Facebook,11750888,199
2/16/2015,Facebook1,Facebook,9292861,157
2/23/2015,Facebook1,Facebook,10394345,176
